택배번호,출발지,출발시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,도착지,도착시간
003P10179,충남 홍성군,3,11,154,1,천안 우편집중국,23,30,133,57,중부권 광역우편물류센터,42,47,93,42,전주 우편집중국,59,61,45,6,전북 완주군
003P10180,경기 성남시 수정구,3,5,43,1,성남 우편집중국,17,28,218,14,중부권 광역우편물류센터,40,45,93,19,전주 우편집중국,57,62,101,2,전북 장수군
003P10181,인천 미추홀구,3,6,61,1,부천 우편집중국,18,31,253,38,중부권 광역우편물류센터,43,54,225,56,안양 우편집중국,66,68,33,6,경기 군포시
003P10182,서울 서대문구,3,5,42,1,고양 우편집중국,17,30,268,17,중부권 광역우편물류센터,42,54,248,48,동서울 우편집중국,66,73,144,3,경기 양평군
003P10183,경북 안동시,3,5,30,1,안동 우편집중국,17,28,216,7,중부권 광역우편물류센터,40,50,199,29,광주 우편집중국,62,67,108,1,전남 함평군
003P10184,경남 밀양시,3,7,74,1,부산 우편집중국,19,34,295,52,중부권 광역우편물류센터,46,58,248,114,동서울 우편집중국,70,74,84,4,서울 중구
003P10185,강원 횡성군,3,6,54,3,원주 우편집중국,18,31,256,20,중부권 광역우편물류센터,43,53,199,56,광주 우편집중국,65,69,71,5,전남 화순군
003P10186,전북 장수군,3,8,101,3,전주 우편집중국,20,25,93,47,중부권 광역우편물류센터,37,51,290,14,영암 우편집중국,63,65,50,3,전남 완도군
003P10187,전남 진도군,3,5,30,2,영암 우편집중국,17,31,290,16,중부권 광역우편물류센터,43,54,218,30,성남 우편집중국,66,69,58,5,경기 용인시 기흥구
003P10188,충북 음성군,3,8,97,4,청주 우편집중국,20,25,100,45,중부권 광역우편물류센터,37,47,202,9,진주 우편집중국,59,61,42,1,경남 사천시
003P10189,경기 파주시,3,5,48,2,고양 우편집중국,17,30,268,17,중부권 광역우편물류센터,42,52,202,25,진주 우편집중국,64,68,73,2,경남 하동군
003P10190,전남 보성군,3,7,84,2,순천 집중과,19,31,233,22,중부권 광역우편물류센터,43,50,133,56,천안 우편집중국,62,64,45,9,충남 아산시
003P10191,부산 연제구,3,6,60,3,부산 우편집중국,18,33,295,28,중부권 광역우편물류센터,45,59,290,67,영암 우편집중국,71,74,63,8,전남 무안군
003P10192,인천 남동구,3,6,61,4,부천 우편집중국,18,31,253,38,중부권 광역우편물류센터,43,55,233,23,순천 집중과,67,69,30,5,전남 여수시
003P10193,강원 양양군,3,6,68,3,강릉 우편집중국,18,36,368,13,중부권 광역우편물류센터,59,71,233,52,순천 집중과,83,85,47,19,전남 광양시
003P10194,인천 옹진군,3,6,66,2,부천 우편집중국,18,31,253,38,중부권 광역우편물류센터,43,46,53,29,대전 우편집중국,58,68,190,9,충남 보령시
003P10195,강원 평창군,3,7,84,3,원주 우편집중국,19,32,256,31,중부권 광역우편물류센터,44,57,253,81,부천 우편집중국,69,71,36,5,인천 부평구
003P10196,부산 사상구,3,7,70,3,부산 우편집중국,19,34,295,52,중부권 광역우편물류센터,46,56,199,96,광주 우편집중국,68,71,57,9,광주 북구
003P10197,인천 남동구,3,6,61,4,부천 우편집중국,18,31,253,38,중부권 광역우편물류센터,43,46,53,29,대전 우편집중국,58,64,116,5,충남 부여군
003P10198,강원 양양군,3,6,68,3,강릉 우편집중국,18,36,368,13,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,89,60,11,부산 금정구
003P10199,서울 동대문구,3,7,84,3,동서울 우편집중국,19,31,248,37,중부권 광역우편물류센터,43,53,192,69,대구 우편집중국,65,67,43,5,대구 서구
003P10200,전남 강진군,3,5,50,2,영암 우편집중국,17,31,290,16,중부권 광역우편물류센터,43,61,368,23,강릉 우편집중국,73,75,30,5,강원 강릉시
003P10201,충남 천안시 서북구,3,5,30,3,천안 우편집중국,17,24,133,11,중부권 광역우편물류센터,36,50,290,9,영암 우편집중국,62,64,50,1,전남 영암군
003P10202,전남 완도군,3,5,50,1,영암 우편집중국,17,31,290,16,중부권 광역우편물류센터,43,56,256,53,원주 우편집중국,68,79,227,7,강원 태백시
003P10203,경기 의정부시,3,6,68,4,의정부 우편집중국,18,31,261,27,중부권 광역우편물류센터,43,56,256,53,원주 우편집중국,68,70,30,7,강원 원주시
003P10204,광주 서구,3,11,150,3,광주 우편집중국,23,33,199,73,중부권 광역우편물류센터,45,52,133,76,천안 우편집중국,64,66,30,9,충남 천안시 서북구
003P10205,서울 금천구,3,5,49,3,안양 우편집중국,17,28,225,31,중부권 광역우편물류센터,40,45,93,19,전주 우편집중국,57,63,129,3,전북 순창군
003P10206,전북 진안군,3,7,83,2,전주 우편집중국,19,24,93,34,중부권 광역우편물류센터,36,46,192,8,대구 우편집중국,58,60,43,2,대구 서구
003P10207,강원 영월군,3,6,62,3,원주 우편집중국,18,31,256,20,중부권 광역우편물류센터,43,54,216,47,안동 우편집중국,66,70,90,6,경북 영양군
003P10208,충북 증평군,3,6,58,4,청주 우편집중국,18,23,100,30,중부권 광역우편물류센터,35,45,192,6,대구 우편집중국,57,60,54,1,대구 달성군
003P10209,강원 속초시,3,8,97,4,강릉 우편집중국,20,38,368,22,중부권 광역우편물류센터,59,64,93,101,전주 우편집중국,76,83,141,16,전북 고창군
003P10210,경북 영양군,3,7,90,1,안동 우편집중국,19,30,216,20,중부권 광역우편물류센터,42,47,93,42,전주 우편집중국,59,68,176,5,전북 부안군
003P10211,강원 영월군,3,6,62,3,원주 우편집중국,18,31,256,20,중부권 광역우편물류센터,43,54,216,47,안동 우편집중국,66,68,44,8,경북 예천군
003P10212,경북 영천시,3,11,168,3,포항 우편집중국,23,37,271,38,중부권 광역우편물류센터,59,77,368,80,강릉 우편집중국,89,94,97,12,강원 속초시
003P10213,강원 춘천시,3,8,108,5,원주 우편집중국,20,33,256,43,중부권 광역우편물류센터,45,61,318,46,울산 우편집중국,73,78,94,7,경남 양산시
003P10214,부산 서구,3,7,70,2,부산 우편집중국,19,34,295,52,중부권 광역우편물류센터,46,53,133,91,천안 우편집중국,65,67,30,8,충남 천안시 동남구
003P10215,경기 양주시,3,5,38,3,의정부 우편집중국,17,30,261,20,중부권 광역우편물류센터,42,55,253,50,부천 우편집중국,67,71,70,8,인천 연수구
003P10216,서울 동대문구,3,7,84,3,동서울 우편집중국,19,31,248,37,중부권 광역우편물류센터,43,54,225,56,안양 우편집중국,66,68,49,8,서울 관악구
004P10001,강원 횡성군,4,7,54,2,원주 우편집중국,19,32,256,31,중부권 광역우편물류센터,44,57,253,81,부천 우편집중국,69,71,36,5,서울 영등포구
004P10002,충남 아산시,4,6,45,2,천안 우편집중국,18,25,133,19,중부권 광역우편물류센터,37,40,53,12,대전 우편집중국,52,56,76,2,충남 공주시
004P10003,대전 중구,4,7,57,4,대전 우편집중국,19,22,53,25,중부권 광역우편물류센터,34,44,202,4,진주 우편집중국,56,61,102,1,경남 함양군
004P10004,전남 강진군,4,6,50,5,영암 우편집중국,18,32,290,25,중부권 광역우편물류센터,44,51,133,66,천안 우편집중국,63,69,128,6,충남 태안군
004P10005,충북 음성군,4,9,97,10,청주 우편집중국,21,26,100,58,중부권 광역우편물류센터,38,43,100,15,청주 우편집중국,55,57,30,3,충북 청주시 청원구
004P10006,강원 화천군,4,9,108,6,원주 우편집중국,21,34,256,56,중부권 광역우편물류센터,46,58,233,38,순천 집중과,70,72,47,10,전남 광양시
004P10007,충남 천안시 서북구,4,6,30,5,천안 우편집중국,18,25,133,19,중부권 광역우편물류센터,37,49,248,8,동서울 우편집중국,61,63,30,2,서울 광진구
004P10008,부산 금정구,4,7,60,3,부산 우편집중국,19,34,295,52,중부권 광역우편물류센터,46,56,199,96,광주 우편집중국,68,76,150,7,광주 남구
004P10009,경남 거제시,4,11,136,9,창원 우편집중국,23,36,251,78,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,92,150,24,강원 인제군
004P10010,충북 괴산군,4,11,142,6,청주 우편집중국,23,28,100,66,중부권 광역우편물류센터,40,51,229,16,수원 우편집중국,63,67,86,5,경기 오산시
004P10011,부산 금정구,4,7,60,3,부산 우편집중국,19,34,295,52,중부권 광역우편물류센터,46,53,133,91,천안 우편집중국,65,71,128,10,충남 서산시
004P10012,강원 고성군,4,9,97,4,강릉 우편집중국,21,39,368,32,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,88,75,20,경남 창원시 성산구
004P10013,서울 용산구,4,8,84,2,동서울 우편집중국,20,32,248,51,중부권 광역우편물류센터,44,57,261,54,의정부 우편집중국,69,72,55,8,강원 철원군
004P10014,대전 중구,4,7,57,4,대전 우편집중국,19,22,53,25,중부권 광역우편물류센터,34,39,93,6,전주 우편집중국,51,53,45,1,전북 완주군
004P10015,경북 포항시 남구,4,6,30,1,포항 우편집중국,18,32,271,6,중부권 광역우편물류센터,44,54,199,71,광주 우편집중국,66,70,82,4,전남 영광군
004P10016,부산 연제구,4,7,60,4,부산 우편집중국,19,34,295,52,중부권 광역우편물류센터,46,59,253,117,부천 우편집중국,71,74,66,9,인천 중구
004P10017,대구 달성군,4,7,54,2,대구 우편집중국,19,29,192,51,중부권 광역우편물류센터,41,56,295,51,부산 우편집중국,68,72,70,3,부산 사상구
004P10018,충북 음성군,4,9,97,10,청주 우편집중국,21,26,100,58,중부권 광역우편물류센터,38,41,53,15,대전 우편집중국,53,61,156,1,충남 서천군
004P10019,부산 기장군,4,7,65,4,울산 우편집중국,19,35,318,31,중부권 광역우편물류센터,47,59,248,116,동서울 우편집중국,71,75,82,7,서울 강남구
004P10020,전남 고흥군,4,7,58,3,순천 집중과,19,31,233,22,중부권 광역우편물류센터,43,57,290,46,영암 우편집중국,69,71,50,7,전남 완도군
004P10021,충북 옥천군,4,11,135,9,천안 우편집중국,23,30,133,57,중부권 광역우편물류센터,42,55,253,50,부천 우편집중국,67,71,70,8,인천 연수구
004P10022,전북 정읍시,4,8,88,3,전주 우편집중국,20,25,93,47,중부권 광역우편물류센터,37,48,225,9,안양 우편집중국,60,63,59,2,경기 의왕시
004P10023,경남 함양군,4,9,101,3,진주 우편집중국,21,31,202,31,중부권 광역우편물류센터,43,61,368,23,강릉 우편집중국,73,77,82,7,강원 삼척시
004P10024,서울 양천구,4,6,36,2,부천 우편집중국,18,31,253,38,중부권 광역우편물류센터,43,54,216,47,안동 우편집중국,66,69,57,6,경북 봉화군
004P10025,광주 북구,4,7,57,4,광주 우편집중국,19,29,199,22,중부권 광역우편물류센터,41,51,202,19,진주 우편집중국,63,65,34,4,경남 진주시
004P10026,경남 거제시,4,11,136,9,창원 우편집중국,23,36,251,78,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,90,70,17,부산 사상구
004P10027,전남 담양군,4,8,70,4,광주 우편집중국,20,30,199,33,중부권 광역우편물류센터,42,55,253,50,부천 우편집중국,67,69,36,4,인천 계양구
004P10028,인천 강화군,4,9,96,4,부천 우편집중국,21,34,253,106,중부권 광역우편물류센터,46,53,133,91,천안 우편집중국,65,71,128,10,충남 태안군
004P10029,전남 강진군,4,6,50,5,영암 우편집중국,18,32,290,25,중부권 광역우편물류센터,44,49,100,30,청주 우편집중국,61,65,71,7,충북 진천군
004P10030,경기 연천군,4,7,55,4,의정부 우편집중국,19,32,261,37,중부권 광역우편물류센터,44,55,229,51,수원 우편집중국,67,73,110,6,경기 화성시
004P10031,울산 중구,4,6,30,2,울산 우편집중국,18,34,318,16,중부권 광역우편물류센터,46,57,218,61,성남 우편집중국,69,72,58,12,경기 용인시 수지구
004P10032,인천 연수구,4,8,70,4,부천 우편집중국,20,33,253,87,중부권 광역우편물류센터,45,56,225,83,안양 우편집중국,68,70,49,6,서울 금천구
004P10033,부산 사하구,4,8,70,8,부산 우편집중국,20,35,295,69,중부권 광역우편물류센터,47,52,93,60,전주 우편집중국,64,67,54,10,전북 전주시 덕진구
004P10034,경기 안산시 상록구,4,7,54,3,안양 우편집중국,19,30,225,47,중부권 광역우편물류센터,42,55,253,50,부천 우편집중국,67,69,36,3,서울 양천구
004P10035,서울 강동구,4,7,54,3,동서울 우편집중국,19,31,248,37,중부권 광역우편물류센터,43,56,253,65,부천 우편집중국,68,73,96,6,인천 강화군
004P10036,경남 함양군,4,9,101,3,진주 우편집중국,21,31,202,31,중부권 광역우편물류센터,43,56,253,65,부천 우편집중국,68,71,61,3,인천 미추홀구
004P10037,경기 안산시 상록구,4,7,54,3,안양 우편집중국,19,30,225,47,중부권 광역우편물류센터,42,53,218,26,성남 우편집중국,65,69,72,4,경기 광주시
004P10038,울산 중구,4,6,30,2,울산 우편집중국,18,34,318,16,중부권 광역우편물류센터,46,64,368,42,강릉 우편집중국,76,78,30,10,강원 강릉시
004P10039,충남 서천군,4,12,156,2,대전 우편집중국,24,27,53,44,중부권 광역우편물류센터,39,44,100,18,청주 우편집중국,56,58,30,4,충북 청주시 서원구
004P10040,대구 수성구,4,6,50,2,대구 우편집중국,18,28,192,33,중부권 광역우편물류센터,40,51,218,18,성남 우편집중국,63,65,43,3,경기 성남시 중원구
004P10041,서울 구로구,4,8,73,3,안양 우편집중국,20,31,225,69,중부권 광역우편물류센터,43,56,253,65,부천 우편집중국,68,70,36,5,서울 강서구
004P10042,충북 음성군,4,9,97,10,청주 우편집중국,21,26,100,58,중부권 광역우편물류센터,38,53,295,21,부산 우편집중국,65,68,60,2,부산 동래구
004P10043,서울 성동구,4,8,84,4,동서울 우편집중국,20,32,248,51,중부권 광역우편물류센터,44,54,199,71,광주 우편집중국,66,73,140,7,전남 나주시
004P10044,강원 태백시,4,15,227,4,원주 우편집중국,27,40,256,154,중부권 광역우편물류센터,59,69,192,112,대구 우편집중국,81,83,30,18,대구 북구
004P10045,경남 고성군,4,10,117,5,창원 우편집중국,22,35,251,61,중부권 광역우편물류센터,47,62,295,141,부산 우편집중국,74,78,74,7,경남 밀양시
004P10046,강원 강릉시,4,6,30,1,강릉 우편집중국,18,36,368,13,중부권 광역우편물류센터,59,72,268,65,고양 우편집중국,84,86,30,18,경기 고양시 덕양구
004P10047,경기 수원시 팔달구,4,7,69,4,수원 우편집중국,19,30,229,21,중부권 광역우편물류센터,42,53,229,35,수원 우편집중국,65,70,105,5,경기 평택시
004P10048,전남 목포시,4,6,45,3,영암 우편집중국,18,32,290,25,중부권 광역우편물류센터,44,56,233,30,순천 집중과,68,70,30,7,전남 여수시
004P10049,강원 정선군,4,10,124,5,원주 우편집중국,22,35,256,72,중부권 광역우편물류센터,47,60,256,95,원주 우편집중국,72,76,81,8,강원 홍천군
004P10050,경기 양주시,4,6,38,3,의정부 우편집중국,18,31,261,27,중부권 광역우편물류센터,43,46,53,29,대전 우편집중국,58,61,57,5,대전 동구
004P10051,충북 영동군,4,12,164,6,천안 우편집중국,24,31,133,69,중부권 광역우편물류센터,43,56,261,49,의정부 우편집중국,68,71,64,7,서울 노원구
004P10052,부산 연제구,4,7,60,4,부산 우편집중국,19,34,295,52,중부권 광역우편물류센터,46,49,53,41,대전 우편집중국,61,63,46,11,대전 서구
004P10053,강원 영월군,4,7,62,7,원주 우편집중국,19,32,256,31,중부권 광역우편물류센터,44,49,93,66,전주 우편집중국,61,67,129,9,전북 순창군
004P10054,서울 성북구,4,6,36,2,동서울 우편집중국,18,30,248,26,중부권 광역우편물류센터,42,53,216,34,안동 우편집중국,65,67,30,2,경북 안동시
004P10055,경기 안산시 단원구,4,7,51,1,안양 우편집중국,19,30,225,47,중부권 광역우편물류센터,42,57,295,69,부산 우편집중국,69,72,60,5,부산 동래구
