택배번호,출발지,출발시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,도착지,도착시간
001P10001,충북 보은군,1,5,87,2,청주 우편집중국,17,34,348,1,영암 우편집중국,46,48,30,3,전남 진도군
001P10002,경북 울진군,1,3,30,2,포항 우편집중국,15,35,406,3,동서울 우편집중국,47,51,84,7,서울 동대문구
001P10004,경북 김천시,1,6,106,6,대구 우편집중국,18,34,328,2,동서울 우편집중국,46,48,40,4,경기 남양주시
001P10005,전남 진도군,1,3,30,4,영암 우편집중국,15,29,274,2,창원 우편집중국,41,45,80,3,경남 창원시 진해구
001P10006,경남 창녕군,1,5,75,1,창원 우편집중국,17,37,397,1,동서울 우편집중국,49,53,84,12,서울 동대문구
001P10007,전남 영암군,1,3,50,1,영암 우편집중국,15,35,396,1,성남 우편집중국,47,49,39,12,경기 성남시 분당구
001P10008,전남 신안군,1,3,45,4,영암 우편집중국,15,37,438,1,포항 우편집중국,49,51,30,8,경북 울진군
001P10009,경기 시흥시,1,4,53,5,부천 우편집중국,16,29,255,3,전주 우편집중국,41,50,186,4,전북 김제시
001P10010,경남 양산시,1,6,94,3,울산 우편집중국,18,39,418,3,의정부 우편집중국,51,54,55,7,경기 연천군
001P10011,경기 안산시 상록구,1,4,54,4,안양 우편집중국,16,20,83,1,동서울 우편집중국,32,39,144,1,경기 양평군
001P10012,경북 경산시,1,4,54,3,대구 우편집중국,16,29,260,4,원주 우편집중국,41,44,62,7,충북 제천시
001P10013,경기 성남시 중원구,1,3,43,4,성남 우편집중국,15,18,53,2,안양 우편집중국,30,33,54,1,경기 안산시 상록구
001P10014,전남 신안군,1,3,45,4,영암 우편집중국,15,35,401,1,안양 우편집중국,47,50,59,7,경기 의왕시
001P10015,충북 증평군,1,4,58,2,청주 우편집중국,16,22,118,1,대전 우편집중국,34,44,190,1,충남 보령시
001P10016,전북 부안군,1,10,176,1,전주 우편집중국,22,35,252,3,창원 우편집중국,47,49,49,2,경남 함안군
001P10017,세종특별자치시,1,4,56,4,대전 우편집중국,16,27,211,1,대구 우편집중국,39,44,106,3,경북 김천시
