택배번호,출발지,출발시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,도착지,도착시간
001P10001,강원 영월군,1,13,231,2,중부권 광역우편물류센터,25,35,192,44,대구 우편집중국,47,49,30,7,대구 북구
001P10002,전남 광양시,1,13,242,3,중부권 광역우편물류센터,25,43,368,12,강릉 우편집중국,55,59,72,2,강원 동해시
001P10003,충북 충주시,1,6,99,3,중부권 광역우편물류센터,18,28,192,4,대구 우편집중국,40,42,30,2,대구 북구
001P10004,충남 부여군,1,7,124,1,중부권 광역우편물류센터,19,24,100,9,청주 우편집중국,36,41,97,1,충북 음성군
001P10005,경북 구미시,1,8,146,4,중부권 광역우편물류센터,20,33,261,4,의정부 우편집중국,45,48,64,1,서울 도봉구
001P10006,인천 동구,1,14,253,1,중부권 광역우편물류센터,26,39,251,24,창원 우편집중국,51,53,49,2,경남 함안군
001P10007,충북 청주시 서원구,1,6,100,2,중부권 광역우편물류센터,18,33,295,3,부산 우편집중국,45,48,60,1,부산 연제구
001P10008,전북 고창군,1,11,204,3,중부권 광역우편물류센터,23,28,100,17,청주 우편집중국,40,45,97,2,충북 음성군
001P10009,인천 계양구,1,14,255,3,중부권 광역우편물류센터,26,31,93,33,전주 우편집중국,43,49,121,7,전북 남원시
001P10010,충북 충주시,1,6,99,3,중부권 광역우편물류센터,18,31,253,3,부천 우편집중국,43,46,66,2,인천 옹진군
001P10011,경북 의성군,1,12,214,4,중부권 광역우편물류센터,24,34,202,14,진주 우편집중국,46,53,149,2,경남 합천군
001P10012,경북 영덕군,1,15,271,4,중부권 광역우편물류센터,27,40,261,33,의정부 우편집중국,52,55,64,4,서울 노원구
001P10013,전남 영암군,1,17,310,1,중부권 광역우편물류센터,29,41,248,71,동서울 우편집중국,53,57,82,6,서울 강남구
001P10014,강원 강릉시,1,19,368,2,중부권 광역우편물류센터,31,34,53,28,대전 우편집중국,46,48,46,10,대전 서구
001P10015,경남 거창군,1,9,158,2,중부권 광역우편물류센터,21,34,256,9,원주 우편집중국,46,51,108,1,강원 화천군
001P10016,경기 이천시,1,11,193,1,중부권 광역우편물류센터,23,36,256,20,원주 우편집중국,48,51,54,1,강원 횡성군
001P10017,경기 안산시 단원구,1,12,228,2,중부권 광역우편물류센터,24,39,295,39,부산 우편집중국,51,53,39,3,경남 김해시
001P10018,충북 음성군,1,9,166,2,중부권 광역우편물류센터,21,31,199,13,광주 우편집중국,43,51,150,3,광주 서구
001P10019,전남 강진군,1,17,310,4,중부권 광역우편물류센터,29,42,256,75,원주 우편집중국,54,56,30,9,강원 원주시
001P10020,충남 서천군,1,9,163,1,중부권 광역우편물류센터,21,34,251,7,창원 우편집중국,46,50,75,3,경남 창녕군
001P10021,경북 구미시,1,8,146,4,중부권 광역우편물류센터,20,25,100,12,청주 우편집중국,37,39,44,1,충북 청주시 흥덕구
