택배번호,출발지,출발시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,도착지,도착시간
001P10001,경북 포항시 남구,1,6,109,1,대구 우편집중국,18,20,30,2,대구 중구
001P10002,서울 광진구,1,8,145,1,천안 우편집중국,20,26,128,1,충남 서산시
001P10003,경기 수원시 권선구,1,6,108,1,의정부 우편집중국,18,21,55,1,경기 연천군
001P10004,충북 보은군,1,12,220,2,수원 우편집중국,24,26,30,4,경기 수원시 영통구
001P10005,전북 김제시,1,16,297,1,의정부 우편집중국,28,30,48,1,서울 중랑구
001P10007,경기 용인시 수지구,1,20,374,1,진주 우편집중국,32,36,82,4,경남 산청군
001P10008,전북 김제시,1,10,172,1,영암 우편집중국,22,24,50,1,전남 영암군
001P10009,충남 서천군,1,8,149,1,천안 우편집중국,20,26,113,2,충남 예산군
001P10010,대구 남구,1,10,182,1,울산 우편집중국,22,27,94,2,경남 양산시
001P10011,경남 창원시 마산회원구,1,21,397,1,동서울 우편집중국,33,37,84,8,서울 종로구
001P10013,인천 옹진군,1,13,246,1,전주 우편집중국,25,31,121,1,전북 남원시
001P10014,경남 창원시 성산구,1,14,261,1,안동 우편집중국,26,31,97,1,경북 상주시
001P10015,충북 청주시 청원구,1,11,201,1,부천 우편집중국,23,25,36,5,경기 부천시
001P10016,전남 영광군,1,18,341,1,부산 우편집중국,30,34,70,3,부산 중구
001P10017,충북 청주시 흥덕구,1,14,263,1,광주 우편집중국,26,36,202,1,광주 광산구
001P10018,경북 고령군,1,5,80,1,대구 우편집중국,17,19,50,1,대구 동구
001P10021,경기 성남시 중원구,1,4,63,1,동서울 우편집중국,16,27,213,1,경기 가평군
001P10023,전남 진도군,1,23,432,1,고양 우편집중국,35,37,30,10,경기 고양시 덕양구
001P10025,경북 포항시 북구,1,23,440,1,고양 우편집중국,35,37,48,12,경기 파주시
001P10027,충남 청양군,1,11,210,1,동서울 우편집중국,23,27,84,7,서울 성동구
001P10028,충북 청주시 상당구,1,10,186,1,대구 우편집중국,22,24,43,2,대구 서구
001P10029,충북 충주시,1,14,263,1,광주 우편집중국,26,34,150,5,광주 남구
001P10030,전남 여수시,1,9,157,1,창원 우편집중국,21,23,30,1,경남 창원시 마산회원구
001P10032,경기 성남시 중원구,1,7,112,1,천안 우편집중국,19,25,113,1,충남 예산군
001P10034,대구 수성구,1,20,376,1,부천 우편집중국,32,34,36,12,경기 부천시
001P10035,충북 보은군,1,12,220,2,수원 우편집중국,24,28,77,4,경기 수원시 권선구
001P10037,대전 동구,1,14,254,1,의정부 우편집중국,26,29,55,4,강원 철원군
001P10038,경기 이천시,1,19,355,1,진주 우편집중국,31,34,53,5,경남 의령군
001P10039,서울 송파구,1,12,212,1,대전 우편집중국,24,28,77,2,충남 논산시
001P10040,서울 성동구,1,6,91,1,부천 우편집중국,18,20,36,1,서울 양천구
001P10041,경남 거제시,1,13,243,1,전주 우편집중국,25,32,141,4,전북 고창군
001P10042,경기 안성시,1,15,281,1,광주 우편집중국,27,31,82,6,전남 영광군
001P10043,전남 영광군,1,18,346,1,부천 우편집중국,30,33,66,8,인천 옹진군
001P10044,경남 밀양시,1,6,107,1,울산 우편집중국,18,20,30,1,울산 동구
001P10045,경남 통영시,1,14,268,1,광주 우편집중국,26,33,140,3,전남 나주시
001P10046,울산 중구,1,11,210,1,안동 우편집중국,23,26,57,2,경북 봉화군
001P10047,울산 울주군,1,15,273,1,순천 집중과,27,30,58,2,전남 고흥군
001P10048,강원 원주시,1,10,186,1,청주 우편집중국,22,25,65,3,충북 청주시 상당구
001P10049,경북 청송군,1,15,270,1,부산 우편집중국,27,31,70,1,부산 중구
001P10050,경기 포천시,1,15,286,1,전주 우편집중국,27,35,164,3,전북 군산시
001P10051,강원 횡성군,1,9,162,1,수원 우편집중국,21,27,110,3,경기 화성시
001P10052,경기 구리시,1,13,248,1,안동 우편집중국,25,29,70,2,경북 의성군
001P10053,서울 강북구,1,5,79,1,부천 우편집중국,17,19,36,1,인천 계양구
001P10056,전북 군산시,1,15,274,1,의정부 우편집중국,27,29,45,4,경기 동두천시
001P10057,경기 군포시,1,5,86,1,동서울 우편집중국,17,21,82,1,서울 강남구
001P10058,전남 보성군,1,19,351,1,청주 우편집중국,31,34,65,9,충북 청주시 상당구
001P10059,부산 연제구,1,18,338,1,대전 우편집중국,30,35,102,9,충남 청양군
001P10060,충북 진천군,1,9,168,1,부천 우편집중국,21,23,36,3,인천 계양구
001P10061,광주 북구,1,4,57,1,광주 우편집중국,16,20,71,1,전남 화순군
001P10062,경북 군위군,1,11,203,1,진주 우편집중국,23,27,73,2,경남 남해군
001P10063,경북 포항시 북구,1,3,30,1,포항 우편집중국,15,23,168,1,경북 영천시
001P10064,서울 금천구,1,13,231,1,전주 우편집중국,25,29,83,4,전북 진안군
001P10065,서울 도봉구,1,18,332,1,대구 우편집중국,30,33,54,9,경북 경산시
001P10068,충북 괴산군,1,9,170,1,안양 우편집중국,21,23,33,1,경기 안양시 만안구
001P10070,서울 마포구,1,15,282,1,전주 우편집중국,27,36,186,5,전북 김제시
001P10071,인천 강화군,1,7,125,1,수원 우편집중국,19,23,77,3,경기 수원시 장안구
001P10072,경기 수원시 권선구,1,17,317,2,광주 우편집중국,29,37,150,11,광주 남구
001P10073,대구 달성군,1,8,139,1,안동 우편집중국,20,23,57,1,경북 영주시
001P10075,대구 동구,1,13,231,1,대전 우편집중국,25,27,46,4,대전 유성구
001P10076,충남 예산군,1,7,121,1,대전 우편집중국,19,24,102,1,충남 청양군
001P10077,충남 홍성군,1,14,259,3,원주 우편집중국,26,29,62,7,충북 제천시
001P10078,경기 가평군,1,12,228,1,안양 우편집중국,24,26,49,2,서울 금천구
001P10079,인천 중구,1,21,409,1,영암 우편집중국,33,35,30,9,전남 진도군
001P10081,대구 남구,1,18,347,1,영암 우편집중국,30,32,50,4,전남 해남군
001P10082,전남 무안군,1,20,385,1,부천 우편집중국,32,36,74,9,인천 동구
001P10083,서울 강북구,1,18,332,1,대구 우편집중국,30,34,80,8,경북 고령군
001P10084,대전 동구,1,6,91,1,청주 우편집중국,18,20,30,1,충북 청주시 서원구
001P10085,충북 청주시 상당구,1,6,103,1,대전 우편집중국,18,21,57,2,대전 동구
