episode,dist,cost,score,entropy,"(0,0,0)","(1,0,0)","(0,1,0)","(0,0,1)","(1,1,0)","(1,0,1)","(0,1,1)","(1,1,1)",동서울 우편집중국,의정부 우편집중국,부천 우편집중국,중부권 광역우편물류센터,부산 우편집중국,대구 우편집중국,성남 우편집중국,안양 우편집중국,고양 우편집중국,대전 우편집중국,창원 우편집중국,광주 우편집중국,수원 우편집중국,원주 우편집중국,강릉 우편집중국,청주 우편집중국,천안 우편집중국,울산 우편집중국,안동 우편집중국,포항 우편집중국,진주 우편집중국,순천 집중과,영암 우편집중국,전주 우편집중국
22,316.96515980420384,223.2166951588682,66290,0.032918178,140,129,1033,4885,198,125,94,159,46.743589743589745,30.82051282051282,44.23076923076923,337.15384615384613,40.64102564102564,47.61538461538461,26.615384615384617,39.76923076923077,25.794871794871796,46.30769230769231,28.256410256410255,36.23076923076923,27.794871794871796,44.8974358974359,13.666666666666666,37.84615384615385,43.48717948717949,14.923076923076923,29.384615384615383,9.35897435897436,25.82051282051282,11.923076923076923,19.384615384615383,45.15384615384615
23,318.1731386861314,225.77313604355192,63952,0.029538512,150,129,889,4683,230,147,138,143,47.1025641025641,31.71794871794872,45.12820512820513,328.43589743589746,46.41025641025641,52.743589743589745,23.82051282051282,41.282051282051285,25.17948717948718,48.69230769230769,31.58974358974359,35.794871794871796,27.666666666666668,43.76923076923077,12.384615384615385,34.53846153846154,35.92307692307692,17.23076923076923,32.23076923076923,14.897435897435898,29.41025641025641,16.46153846153846,15.871794871794872,49.58974358974359
24,317.2370203160271,223.27326000681902,67866,0.025432035,134,134,1037,5313,179,130,118,176,47.94736842105263,31.763157894736842,49.3421052631579,334.36842105263156,41.55263157894737,48.63157894736842,25.736842105263158,41.89473684210526,21.973684210526315,44.73684210526316,26.63157894736842,35.578947368421055,24.42105263157895,43.94736842105263,12.763157894736842,34.86842105263158,39.078947368421055,15.710526315789474,26.842105263157894,13.552631578947368,27.36842105263158,11.131578947368421,20.526315789473685,47.0
25,313.0783854928342,221.9226035103191,64129,0.028681738,136,130,955,5262,198,127,107,145,54.3421052631579,39.78947368421053,48.63157894736842,347.05263157894734,41.578947368421055,53.078947368421055,31.710526315789473,39.21052631578947,22.44736842105263,44.473684210526315,26.763157894736842,33.89473684210526,25.289473684210527,37.26315789473684,13.368421052631579,40.5,46.94736842105263,19.5,25.94736842105263,13.68421052631579,27.763157894736842,11.5,17.236842105263158,49.36842105263158
26,315.308610400682,222.89657800017306,66450,0.030154454,143,127,996,4667,186,130,108,163,46.86842105263158,29.789473684210527,37.026315789473685,330.86842105263156,41.526315789473685,52.578947368421055,27.0,41.55263157894737,21.210526315789473,39.10526315789474,26.763157894736842,31.026315789473685,22.657894736842106,42.89473684210526,11.526315789473685,33.23684210526316,41.55263157894737,18.763157894736842,27.289473684210527,15.447368421052632,25.81578947368421,11.973684210526315,17.63157894736842,44.78947368421053
27,319.42659758203797,228.74540723765708,63256,0.029037165,124,103,987,5001,162,118,93,146,44.53846153846154,31.205128205128204,44.61538461538461,295.3333333333333,37.46153846153846,52.64102564102564,27.41025641025641,36.87179487179487,23.17948717948718,37.43589743589744,23.487179487179485,30.307692307692307,20.102564102564102,42.46153846153846,14.205128205128204,34.38461538461539,35.35897435897436,14.256410256410257,25.564102564102566,13.153846153846153,23.05128205128205,13.871794871794872,18.897435897435898,40.87179487179487
28,320.99638227313835,227.09263235132124,61945,0.028120816,121,118,1137,4995,185,100,113,124,45.3,30.525,49.175,316.65,37.95,42.85,22.5,34.55,24.8,44.275,25.35,28.55,24.0,42.7,11.8,28.8,40.35,17.325,26.975,11.45,20.85,12.325,16.275,45.35
29,315.017852082743,219.60734891357754,67725,0.023234658,137,120,1002,5062,197,134,144,167,43.026315789473685,39.078947368421055,50.73684210526316,346.2105263157895,41.94736842105263,44.39473684210526,20.86842105263158,36.21052631578947,23.605263157894736,42.078947368421055,29.68421052631579,33.31578947368421,26.68421052631579,44.3421052631579,13.105263157894736,33.526315789473685,41.73684210526316,15.81578947368421,23.63157894736842,13.368421052631579,26.81578947368421,11.526315789473685,20.394736842105264,46.39473684210526
30,324.5259401592094,220.55408171987966,73585,0.02474933,126,113,1061,5020,220,109,124,134,49.64102564102564,36.46153846153846,42.94871794871795,371.8974358974359,38.92307692307692,45.92307692307692,23.743589743589745,34.23076923076923,23.71794871794872,42.333333333333336,24.205128205128204,33.666666666666664,22.564102564102566,40.61538461538461,11.538461538461538,35.87179487179487,42.30769230769231,17.435897435897434,28.641025641025642,13.871794871794872,22.102564102564102,12.333333333333334,18.41025641025641,45.64102564102564
31,319.4940511600238,229.72797986192472,61053,0.031304535,123,119,986,4794,164,102,120,131,47.975,33.475,37.075,289.45,39.15,55.875,26.075,35.85,24.0,43.35,25.85,32.625,22.8,39.1,12.95,34.3,40.875,14.25,27.7,13.05,21.2,12.4,20.15,51.675
